0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
0.0035958345417633412,0.42002031226103576,0.00043375355665824933,0.001932528231276771,186.17055441474656,291.84977799934836,410.130079937645,0.884375274181366,-586.6249389648438,11.932220458984375,-0.9867104887962341,-1.8025453090667725,-2.179396390914917,0.9745064377784729,0.29012274742126465,-0.3685210943222046,-0.39473432302474976,0.31196796894073486,0.09357914328575134,0.47785308957099915,0.7538638114929199,3Noise
0.013075967952436195,0.604380731839665,0.0008481378148803216,0.007097142814699189,346.9208974474333,302.74312987456835,693.234245849043,0.921832799911499,-581.7400512695312,8.206624984741211,-6.658866882324219,-4.291412830352783,-3.034642219543457,0.2591995596885681,-1.9643982648849487,-0.2716449201107025,0.5181689262390137,0.34199610352516174,0.9058912992477417,-0.009259500540792942,-0.19038008153438568,3Noise
0.06481112238979118,4.103073419096873,0.0025010691479937044,0.03507658257107526,2262.3618745333147,2616.743778634741,5678.6953600819315,0.0006753192865289748,-419.4859313964844,45.63404846191406,-31.738927841186523,-21.364961624145508,-16.77318572998047,-3.6319868564605713,4.105888843536377,-2.5558722019195557,3.129040002822876,2.8138234615325928,-1.7453243732452393,-1.1822152137756348,-1.3960485458374023,3Noise
0.04129658497679815,5.588415330316317,0.002720846400576848,0.02235795049448441,1933.7908704637518,2914.3036169277766,4586.946973335992,8.63871318870224e-05,-289.1631164550781,149.04922485351562,-4.44462251663208,-11.66948413848877,-3.832832098007202,-8.49455451965332,-16.241918563842773,-16.346160888671875,-14.832748413085938,-9.879129409790039,-2.122631549835205,6.387937068939209,8.64814281463623,3Noise
0.07724360136310905,6.15278392618293,0.006356030101852938,0.0417761769050358,2779.1585391593076,3448.034277913312,7592.302659603393,0.0005551886279135942,-357.3009033203125,74.89482879638672,6.209825038909912,-5.218855857849121,0.9450890421867371,12.157435417175293,1.222866415977478,-5.258901119232178,-5.126275539398193,-5.415267467498779,-5.6325764656066895,-3.0650103092193604,4.166898250579834,3Noise
0.05327363689095128,16.84564214665643,0.008331336900136035,0.02885441100129827,2014.0225472008083,1742.3497945996824,4322.17850474913,0.19510489702224731,-337.87042236328125,66.04460906982422,-74.46633911132812,-14.918240547180176,-10.573346138000488,-28.034339904785156,-15.049710273742676,-24.826152801513672,-21.916234970092773,-15.187012672424316,-9.831083297729492,2.2815136909484863,4.445472717285156,3Noise
0.02660283135150812,2.6970814001012435,0.005017097231017333,0.014408836409045073,1903.60277475397,2781.676573643474,4759.212598335992,7.883072248660028e-05,-219.08795166015625,165.8040008544922,-38.48403549194336,24.852886199951172,7.309515953063965,27.723949432373047,2.9189393520355225,31.012863159179688,-0.41226479411125183,7.8676276206970215,7.457210063934326,8.726797103881836,-1.0488901138305664,3Noise
0.04258809454756381,2.760624212578468,0.00438623378154792,0.023033873871525272,1724.2370917564679,2360.4641920121926,3910.9742627066416,0.0005206803325563669,-399.7047424316406,98.4314193725586,12.83537483215332,-7.143789768218994,-18.701126098632812,-17.763505935668945,-20.345821380615234,-13.709242820739746,-6.3870110511779785,-13.588486671447754,-9.67404556274414,0.33988580107688904,0.6925325393676758,3Noise
0.05178047056264501,33.02265975364939,0.027515209776743512,0.02802822867930916,1451.5312759469919,1294.381244090698,2913.8021022150524,4.434334914549254e-05,-172.58023071289062,197.9928436279297,-52.16069030761719,-15.338109016418457,0.5842428207397461,-16.198518753051758,-10.171879768371582,-4.7530131340026855,-1.6646801233291626,-12.601818084716797,-26.33819007873535,-22.431928634643555,-12.46664810180664,3Noise
0.021942067865429234,3.642801246734806,0.0062620944428216346,0.011870990918299087,1408.188447260451,2687.069110582329,3598.6428953378772,2.2735750462743454e-05,-241.04336547851562,177.07687377929688,13.581731796264648,19.772319793701172,-2.468096971511841,22.273174285888672,-0.7029325366020203,12.293431282043457,-1.583577036857605,10.9652738571167,-2.0989623069763184,-0.28523674607276917,-1.452335238456726,3Noise
